3.625319898128509521e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.146155014634132385e-02,1.798172108829021454e-02,2.661190032958984375e-01,7.848365306854248047e-01,2.845852673053741455e-01
1.502355094999074936e-02,0.000000000000000000e+00,3.632374107837677002e-01,9.272491931915283203e-01,3.297196626663208008e-01,5.138626694679260254e-02,6.563595682382583618e-02,0.000000000000000000e+00
3.548684716224670410e-02,0.000000000000000000e+00,1.569534651935100555e-02,1.445314753800630569e-02,3.330341875553131104e-01,8.623284697532653809e-01,2.915143370628356934e-01,1.901610754430294037e-02
0.000000000000000000e+00,6.881684064865112305e-03,0.000000000000000000e+00,2.901588976383209229e-01,7.192569375038146973e-01,2.431234717369079590e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.894612357020378113e-02,4.428807273507118225e-02,0.000000000000000000e+00,7.721205241978168488e-03,7.976959459483623505e-03,1.533037330955266953e-02,3.289478123188018799e-01,9.956318140029907227e-01
6.181309661384618709e-02,7.217407161165816099e-02,6.640964362394728704e-02,6.014548062214596091e-02,7.133349379178308136e-02,7.338591180891346211e-02,7.764317982075054358e-02,6.297419775179285972e-02
1.612294837832450867e-02,3.069437146186828613e-01,7.912498712539672852e-01,2.806703746318817139e-01,4.337701573967933655e-02,4.614262434188276529e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.206121176481246948e-02,0.000000000000000000e+00,5.975256487727165222e-02,2.895570397377014160e-01,7.458201646804809570e-01
0.000000000000000000e+00,3.089810721576213837e-03,4.765094257891178131e-03,3.123885095119476318e-01,8.410469293594360352e-01,3.040908277034759521e-01,6.916606426239013672e-02,1.746245473623275757e-02
1.836989261209964752e-02,1.865681819617748260e-02,3.276191279292106628e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.280342817306518555e-01,7.949118018150329590e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.439786493778228760e-02,6.428516004234552383e-03,4.166962951421737671e-02,3.263742923736572266e-01,9.464028477668762207e-01,3.647113740444183350e-01
0.000000000000000000e+00,2.943424321711063385e-02,1.272711157798767090e-02,7.586099207401275635e-03,3.086148202419281006e-01,7.766886949539184570e-01,3.422005474567413330e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.725266920402646065e-03,3.052368946373462677e-02,4.087387584149837494e-03,2.760424613952636719e-01,8.218390941619873047e-01,2.369873374700546265e-01
